3.002500087022781372e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.007500022649765015e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.012499958276748657e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.017499893903732300e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.022499978542327881e-01,2.500116825103759766e-04,0.000000000000000000e+00,1.333271723935143885e-02
3.027500063180923462e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.032499998807907104e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.037499934434890747e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.042500019073486328e-01,2.500116825103759766e-04,0.000000000000000000e+00,1.333271723935143885e-02
3.047500103712081909e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.052500039339065552e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.057499974966049194e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.062499910593032837e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.067499995231628418e-01,2.500116825103759766e-04,1.333271723935143885e-02,1.333271723935143885e-02
3.072500079870223999e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.077500015497207642e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.082499951124191284e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.087499886751174927e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.092499971389770508e-01,2.500116825103759766e-04,0.000000000000000000e+00,1.333271723935143885e-02
3.097500056028366089e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.102499991655349731e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.107499927282333374e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.112500011920928955e-01,2.500116825103759766e-04,0.000000000000000000e+00,1.333271723935143885e-02
3.117500096559524536e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.122500032186508179e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.127499967813491821e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.132499903440475464e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.137499988079071045e-01,2.500116825103759766e-04,3.999815171805432001e-02,2.309294366150615313e-02
3.142500072717666626e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.147500008344650269e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.152499943971633911e-01,2.499967813491821289e-04,4.000053582437357313e-02,2.309432012593135020e-02
3.157500028610229492e-01,2.500116825103759766e-04,1.333271723935143885e-02,1.333271723935143885e-02
3.162500113248825073e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.167500048875808716e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.172499984502792358e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.177499920129776001e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.182500004768371582e-01,2.500116825103759766e-04,1.333271723935143885e-02,1.333271723935143885e-02
3.187500089406967163e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.192500025033950806e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.197499960660934448e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.202499896287918091e-01,2.499967813491821289e-04,4.000053582437357313e-02,2.309432012593135020e-02
3.207499980926513672e-01,2.500116825103759766e-04,1.333271723935143885e-02,1.333271723935143885e-02
3.212500065565109253e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.217500001192092896e-01,2.499967813491821289e-04,4.000053582437357313e-02,2.309432012593135020e-02
3.222499936819076538e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.227500021457672119e-01,2.500116825103759766e-04,1.333271723935143885e-02,1.333271723935143885e-02
3.232500106096267700e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.237500041723251343e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.242499977350234985e-01,2.499967813491821289e-04,4.000053582437357313e-02,2.309432012593135020e-02
3.247499912977218628e-01,2.499967813491821289e-04,4.000053582437357313e-02,2.309432012593135020e-02
3.252499997615814209e-01,2.500116825103759766e-04,1.333271723935143885e-02,1.333271723935143885e-02
3.257500082254409790e-01,2.499967813491821289e-04,4.000053582437357313e-02,2.309432012593135020e-02
3.262500017881393433e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.267499953508377075e-01,2.499967813491821289e-04,0.000000000000000000e+00,1.333351194145785713e-02
3.272499889135360718e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.277499973773956299e-01,2.500116825103759766e-04,1.333271723935143885e-02,1.333271723935143885e-02
3.282500058412551880e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.287499994039535522e-01,2.499967813491821289e-04,1.333351194145785713e-02,1.333351194145785713e-02
3.292499929666519165e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.297500014305114746e-01,2.500116825103759766e-04,2.666543447870287770e-02,1.885530954317637606e-02
3.302500098943710327e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.307500034570693970e-01,2.499967813491821289e-04,2.666702388291571427e-02,1.885643342167331662e-02
3.312499970197677612e-01,2.499967813491821289e-04,6.666755970728928393e-02,2.981463907990496501e-02
3.317499905824661255e-01,2.499967813491821289e-04,4.000053582437357313e-02,2.309432012593135020e-02
